Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Admission grade,Target_status
5,2,9853,1,124.0,113.9,2
1,1,171,1,127.0,120.7,1
39,1,9147,1,133.1,119.8,3
39,1,9991,1,110.0,121.8,1
18,1,171,1,110.0,117.7,2
39,1,9147,1,160.0,110.0,1
43,1,9003,1,120.0,134.4,1
1,1,9147,1,133.1,125.3,1
1,1,9147,1,132.0,119.1,1
39,1,9238,1,130.0,146.0,2
43,1,9130,1,130.0,130.0,3
17,6,9147,1,129.0,122.0,2
17,5,9119,1,130.0,118.1,1
39,1,9670,1,140.0,105.2,1
17,5,9119,1,131.0,123.3,1
17,1,171,1,129.0,124.8,1
39,1,9991,19,133.1,149.4,1
43,1,9254,1,112.0,108.5,2
17,1,9254,1,119.0,125.0,3
1,1,9500,1,133.1,101.0,2
1,1,9085,1,123.0,112.9,1
17,3,9070,1,131.0,120.2,3
1,1,9147,1,120.0,111.6,3
1,1,9147,1,125.0,134.1,1
39,1,9119,1,133.1,101.6,1
18,2,9670,1,121.0,111.9,2
51,1,9147,1,148.0,118.4,1
1,1,9147,1,139.0,127.1,2
17,3,171,1,125.0,120.5,2
17,4,9070,1,128.0,136.1,1
17,2,9670,1,132.0,124.0,1
17,4,9085,1,137.0,141.6,2
44,1,171,39,160.0,160.0,1
39,1,9147,1,120.0,110.0,1
43,1,33,1,134.0,100.0,1
39,1,9670,12,133.1,120.0,1
1,2,9147,1,116.0,124.8,3
44,1,9130,39,140.0,140.0,1
1,3,171,1,140.0,124.3,2
43,1,9147,1,122.0,118.9,1
17,1,9670,1,141.0,130.2,1
44,1,9003,1,120.0,120.0,3
7,1,9070,3,140.0,140.0,1
39,1,9003,12,133.1,130.0,1
17,2,9119,1,137.0,130.4,1
1,2,9670,1,122.0,116.1,1
44,1,9003,39,130.0,130.0,1
43,2,9991,1,140.0,124.3,1
17,6,9670,1,125.0,125.0,2
51,1,8014,2,110.0,110.0,2
1,1,9003,1,133.1,115.0,2
43,1,9500,1,132.0,129.6,2
51,1,9070,1,122.0,128.8,1
1,3,171,1,155.0,144.2,2
39,1,9238,1,120.0,134.0,1
43,1,9147,1,129.0,112.0,1
1,2,9500,1,144.0,128.8,2
39,1,9119,1,130.0,134.0,3
1,1,9254,1,133.1,125.0,3
17,4,9119,1,133.0,123.2,2
17,3,9119,1,131.0,118.4,1
51,1,9670,1,133.1,116.2,1
39,1,9119,1,133.1,123.0,3
17,1,9670,1,118.0,113.5,2
51,1,9085,40,120.0,125.0,3
17,3,9853,1,133.1,134.8,1
1,1,171,1,145.0,149.9,2
1,1,9500,1,125.0,119.8,2
43,1,9130,1,125.0,125.0,2
1,3,9500,1,148.0,135.1,1
1,4,9070,1,139.0,138.3,2
17,2,9500,1,130.0,122.5,2
1,1,9070,1,148.0,148.0,2
1,2,9773,1,130.0,126.2,2
43,4,9500,6,134.0,129.8,2
39,1,9085,19,133.1,104.0,1
18,4,9500,1,137.0,126.7,1
39,1,8014,1,130.0,120.0,2
1,2,9500,1,137.0,124.6,2
44,1,9085,1,130.0,130.0,3
17,1,9991,1,140.0,127.3,1
2,1,9147,1,150.0,122.0,2
7,1,9238,3,130.0,125.1,1
1,1,9085,1,133.1,110.0,2
1,1,9238,1,134.0,129.8,2
17,1,9238,1,125.0,114.9,2
1,1,9500,1,141.0,125.6,2
18,3,9070,1,138.0,125.1,2
17,1,9773,1,116.0,115.7,1
1,3,9853,1,122.0,112.6,3
1,3,9773,1,131.0,127.2,1
44,1,9130,39,140.0,140.0,1
44,1,9003,39,140.0,140.0,2
1,4,9238,1,127.0,120.4,2
39,1,9085,19,133.1,100.0,1
1,1,9238,1,117.0,113.5,2
1,1,9085,1,150.0,132.1,1
44,1,9003,39,160.0,160.0,2
1,1,9070,1,128.0,126.3,2
44,1,9085,39,160.0,160.0,3
43,1,9556,1,126.0,100.0,3
18,1,9500,1,135.0,125.8,2
1,3,9070,1,139.0,142.2,2
17,2,9853,1,125.0,119.4,2
1,2,9500,1,106.0,106.4,3
7,1,8014,40,120.0,120.0,1
44,1,9003,39,150.0,150.0,3
17,2,171,1,130.0,148.6,1
1,1,9238,1,116.0,108.7,1
44,1,9003,39,130.0,130.0,3
17,1,9238,1,140.0,124.6,1
1,2,9500,1,134.0,131.0,2
44,1,9130,39,130.0,130.0,1
18,1,9119,1,122.0,116.1,1
17,1,9773,1,128.0,125.6,1
17,1,9119,1,130.0,121.3,1
1,3,9119,1,113.0,107.4,2
1,1,9254,1,126.0,116.9,2
43,2,9670,1,135.0,123.5,1
1,1,9670,1,141.0,130.5,2
39,1,9085,12,133.1,140.0,1
17,1,9853,1,133.1,117.1,1
18,1,9500,1,144.0,127.5,2
43,1,8014,1,140.0,126.0,2
43,1,8014,10,100.0,113.0,2
1,1,9147,1,135.0,130.1,1
43,1,9991,1,130.0,110.0,1
1,3,9070,1,147.0,135.8,2
39,1,8014,19,149.0,126.3,2
27,1,9070,2,130.0,130.0,1
39,1,8014,1,120.0,104.0,1
43,1,9500,1,125.0,123.6,3
39,1,8014,1,133.1,121.0,1
43,1,9238,1,149.0,130.5,2
7,1,8014,43,180.0,180.0,2
43,1,9238,1,110.0,112.5,2
1,3,9500,1,131.0,126.1,3
1,1,9238,1,117.0,111.8,1
17,1,9003,1,120.0,131.4,2
17,1,9238,1,160.0,144.3,1
39,1,9254,1,100.0,115.0,1
44,1,9003,39,140.0,120.0,3
39,1,9003,1,160.0,168.6,1
17,6,9773,1,141.0,127.7,2
44,1,9130,39,130.0,150.0,1
1,1,9119,1,142.0,129.8,3
1,1,171,1,130.0,135.6,1
39,1,9254,19,133.1,100.0,1
44,1,9003,39,140.0,140.0,2
1,1,9119,1,129.0,124.1,1
1,1,9085,1,148.0,131.6,1
1,3,9500,1,143.0,129.0,2
17,1,9670,1,128.0,135.7,3
43,1,9070,1,100.0,108.0,3
1,1,9238,1,116.0,110.8,1
1,1,9773,1,128.0,124.5,2
39,1,9003,1,120.0,100.0,1
43,1,9773,1,121.0,123.8,1
17,1,9147,1,137.0,131.4,1
1,1,9147,1,115.0,118.5,1
1,2,171,1,129.0,122.0,1
1,1,9254,1,125.0,122.9,3
1,1,9238,1,125.0,118.7,3
39,1,9003,19,133.1,100.0,1
16,2,9147,1,131.0,135.9,1
1,1,9130,1,133.1,138.4,2
39,1,9085,12,133.1,128.2,1
43,1,9773,1,114.0,107.4,1
17,1,9773,1,127.0,129.8,1
39,1,9003,1,130.0,100.0,1
1,3,9773,1,121.0,113.0,2
43,1,9991,1,120.0,107.0,1
39,1,9773,12,120.0,130.0,1
43,1,9003,1,120.0,120.0,1
1,1,9003,1,120.0,120.5,1
39,1,9238,1,133.1,120.5,1
1,4,9773,1,124.0,137.0,2
39,1,9254,1,150.0,115.0,2
39,1,9991,19,133.1,142.7,2
1,1,9670,1,116.0,116.7,1
43,1,9991,1,133.1,136.1,1
39,1,9003,19,133.1,134.3,1
18,1,9773,1,167.0,153.0,1
1,1,9773,1,140.0,132.0,2
1,2,9238,1,124.0,129.6,2
43,1,9085,1,110.0,105.0,1
17,2,9773,1,150.0,130.8,1
1,1,9500,1,123.0,119.7,1
17,1,9500,1,152.0,132.5,2
44,1,9003,39,130.0,130.0,2
39,1,9085,1,133.1,120.0,1
17,1,9670,1,133.1,150.0,2
1,1,9147,1,124.0,115.6,2
43,2,9500,6,119.1,119.1,2
1,2,9070,1,128.0,123.5,1
39,1,9130,1,133.1,120.0,1
43,1,9500,19,133.1,110.0,1
17,1,9500,1,145.0,131.4,1
18,2,9500,1,141.0,126.8,2
43,4,9500,6,118.9,118.9,2
39,1,9991,1,160.0,160.0,2
17,5,9773,1,111.0,115.9,2
1,2,9254,1,111.0,109.3,2
1,1,9670,1,123.0,113.9,1
1,1,9238,1,133.0,121.8,2
7,1,9500,3,140.0,140.0,2
18,1,9238,1,122.0,114.7,2
1,1,9254,1,128.0,120.0,3
1,1,9238,1,108.0,107.3,3
17,1,9085,1,139.0,136.2,2
1,2,9556,1,130.0,119.5,2
18,1,9853,1,133.1,106.0,3
1,4,9670,1,130.0,124.1,3
1,3,9147,1,143.0,133.2,2
39,1,9085,1,110.0,110.0,1
1,6,9500,1,120.0,114.8,3
1,1,9500,1,140.0,130.0,2
17,5,9070,1,125.0,122.6,3
17,1,9500,1,134.0,133.5,2
39,1,9254,1,130.0,120.0,2
7,1,9147,3,120.0,120.0,3
1,3,9500,1,142.0,137.3,2
17,3,9254,1,127.0,123.5,3
39,1,9147,1,140.0,131.8,3
39,1,9147,1,140.0,130.0,1
18,6,9500,1,142.0,128.0,1
39,1,9254,1,120.0,95.0,2
1,2,9500,1,124.0,116.0,2
1,1,9238,1,157.0,136.7,3
39,1,9238,1,126.6,107.5,2
39,1,9119,1,110.0,108.4,1
17,1,9773,1,144.0,130.7,3
44,1,8014,39,160.0,155.9,2
1,4,9254,1,105.0,106.1,2
1,2,9670,1,130.0,128.6,2
43,1,9991,3,140.0,140.0,1
1,1,9147,1,138.0,145.0,2
17,1,8014,1,120.0,113.0,2
1,1,9853,1,135.0,137.1,2
1,1,9670,1,119.0,119.7,3
17,1,9500,1,121.0,120.5,2
1,5,9238,1,126.0,125.7,2
17,4,9500,1,132.0,125.5,2
1,1,9238,1,128.0,124.5,2
39,1,8014,1,160.0,126.0,2
1,1,171,1,125.0,136.2,3
43,1,9147,1,127.0,124.2,3
17,5,9500,1,147.0,138.5,2
1,2,9773,1,130.0,122.3,1
1,6,171,1,134.0,126.0,2
39,1,9003,1,140.0,135.4,3
1,1,9773,1,151.0,146.5,2
1,1,9130,1,132.0,121.9,2
7,1,9991,40,130.0,130.0,2
1,1,9147,1,126.0,115.2,3
18,3,9670,1,119.0,115.2,1
1,1,9254,1,123.0,125.1,3
1,1,9130,1,106.0,108.0,1
1,3,9254,1,121.0,125.9,3
1,2,9500,1,138.0,128.0,2
1,5,9500,1,118.0,113.5,2
39,1,9147,1,120.0,124.6,3
39,1,9853,19,133.1,116.0,1
17,3,9238,1,141.0,124.9,2
39,1,9147,1,180.0,140.5,1
39,1,9003,1,180.0,179.6,1
17,1,9773,1,115.0,116.1,2
17,2,171,1,142.0,139.4,2
17,4,9556,1,135.0,129.0,1
39,1,9670,1,150.0,135.6,2
43,1,9147,1,153.0,147.8,2
18,1,9085,1,153.0,138.0,1
7,1,9147,3,150.0,150.0,1
1,6,9500,1,144.0,130.8,2
1,1,9085,1,130.0,122.6,2
1,1,9773,1,125.0,119.1,1
39,1,9500,19,133.1,111.8,1
1,3,9147,1,133.0,125.0,2
17,1,9085,1,140.0,129.9,2
17,4,9500,1,133.0,131.1,2
1,1,9085,1,154.0,141.4,2
39,1,9085,1,133.1,120.0,1
42,1,9500,1,168.0,133.4,2
17,3,9500,1,132.0,127.3,2
1,1,171,1,133.1,131.8,2
17,1,9238,1,120.0,114.8,1
1,3,9500,1,150.0,132.8,2
44,1,9003,39,140.0,140.0,1
1,1,9500,1,103.0,108.3,3
44,1,9085,39,150.0,150.0,2
44,1,9991,39,160.0,160.0,2
1,1,9070,1,131.0,131.7,2
1,1,9500,1,114.0,112.6,2
39,1,9991,1,120.0,111.1,2
43,3,9500,1,140.0,127.5,2
43,1,9085,1,130.0,120.2,2
17,4,9500,1,121.0,118.9,2
1,4,9500,1,130.0,119.9,2
17,2,9500,1,141.0,127.3,2
1,1,9853,1,131.0,127.9,2
39,1,9773,38,133.1,133.0,3
17,6,9238,1,117.0,114.6,2
1,2,9085,1,151.0,144.5,2
17,1,9500,1,131.0,125.4,2
17,1,9238,1,145.0,145.0,2
39,1,9003,1,135.0,138.1,1
17,1,9070,1,119.0,124.6,2
1,2,9773,1,122.0,130.8,2
1,2,9500,1,155.0,140.5,2
1,1,9085,1,123.0,124.1,2
43,1,9238,1,130.0,118.4,2
15,1,9853,1,133.1,128.2,2
1,1,9853,1,114.0,109.5,1
17,1,9238,1,137.0,131.1,2
1,3,9773,1,161.0,137.9,2
1,1,171,1,133.1,128.2,2
39,1,9991,1,133.1,126.5,1
1,1,9853,1,128.0,120.0,1
39,2,9556,19,133.1,123.0,2
7,1,9500,40,130.0,130.0,1
17,6,9500,1,147.0,141.1,1
39,1,9119,1,140.0,140.0,1
42,1,9119,1,140.0,133.6,1
39,2,9254,19,133.1,123.5,2
1,1,9500,1,141.0,136.3,2
1,2,9070,1,128.0,123.5,2
39,1,9085,1,150.0,112.0,1
44,1,9003,39,160.0,160.0,2
39,1,9003,1,133.1,110.0,1
18,3,9853,1,128.0,116.8,1
17,5,9254,1,114.0,109.5,1
39,1,9556,19,133.1,100.0,1
5,1,9147,1,126.0,117.3,3
39,2,9670,1,133.1,130.0,1
51,1,9500,1,129.0,137.8,2
17,1,9500,1,140.0,136.5,2
39,1,9991,1,133.1,138.7,1
17,1,9254,1,134.0,124.9,1
39,1,8014,1,133.1,140.0,1
17,2,9254,1,132.0,122.6,2
1,2,9500,1,131.0,129.5,2
1,1,9670,1,133.1,155.0,1
1,1,8014,1,133.1,100.0,2
18,1,9147,1,160.0,137.6,2
7,1,9500,3,120.0,120.0,1
15,1,9556,1,114.0,114.0,3
1,1,9991,1,140.0,139.0,3
39,1,9003,1,100.0,110.0,2
1,6,9500,1,139.0,128.5,1
1,1,9070,1,136.0,132.2,2
7,1,9500,3,130.0,130.0,1
17,1,9130,1,145.0,129.3,2
1,1,171,1,133.1,128.2,3
1,6,9500,1,146.0,130.3,2
1,1,171,1,159.0,162.5,1
39,1,8014,19,133.1,130.0,1
7,1,9130,2,110.0,110.0,1
39,1,9670,1,120.0,142.3,2
17,1,9238,1,130.0,122.0,3
1,3,9085,1,158.0,153.6,2
1,1,9853,1,122.0,112.9,2
1,1,9085,1,140.0,124.1,2
17,1,9238,1,136.0,129.7,2
1,1,9773,1,111.0,110.0,2
17,2,9500,1,145.0,136.3,3
17,1,9238,1,133.1,146.0,2
1,1,9500,1,140.0,129.9,1
1,1,9254,1,140.0,140.9,2
1,1,9500,1,156.0,135.5,2
1,1,9500,1,132.0,122.0,2
53,1,9556,42,140.0,140.0,2
1,1,9130,1,164.0,163.0,1
17,4,9254,1,113.0,107.4,2
1,1,9254,1,122.0,114.3,1
43,1,9070,1,150.0,140.8,3
1,2,9773,1,135.0,126.3,2
39,1,9085,1,133.1,110.0,1
1,2,9085,1,122.0,126.2,2
42,1,9003,39,140.0,140.0,3
1,1,9085,1,138.0,123.0,2
1,3,9773,1,130.0,157.0,1
5,1,9130,1,157.0,149.7,2
43,1,9130,1,140.0,140.0,2
53,1,9085,42,170.0,170.0,2
39,1,9991,1,150.0,130.2,2
17,1,171,1,146.0,135.5,3
43,1,8014,1,120.0,118.3,3
1,1,9556,1,118.0,116.3,2
7,1,8014,3,120.0,120.0,1
1,1,9670,1,154.0,154.7,2
17,2,9238,1,139.0,132.7,2
18,1,9500,1,136.0,130.8,2
1,2,9254,1,130.0,122.7,1
39,1,9238,19,133.1,130.0,3
17,1,9238,1,133.0,123.6,2
18,1,9500,1,143.0,116.5,2
17,3,9085,1,117.0,111.1,1
1,3,9500,1,145.0,136.3,2
1,5,9070,1,134.0,129.8,1
39,1,9991,1,170.0,134.7,2
1,2,9670,1,143.0,131.8,3
1,1,171,1,140.0,126.8,1
1,1,9085,1,131.0,130.7,3
17,3,9254,1,115.0,109.8,3
7,1,9991,3,130.0,133.9,2
39,1,9147,1,130.0,109.9,1
44,1,9130,39,160.0,160.0,1
39,1,8014,19,133.1,106.5,2
39,1,9500,1,130.0,120.0,3
43,1,9991,1,140.0,107.8,3
43,1,8014,14,133.1,100.0,1
39,1,8014,1,150.0,112.5,2
43,1,9991,1,140.0,135.5,1
1,1,9500,1,145.0,145.0,1
1,1,9773,1,126.0,119.0,2
7,1,9238,3,130.0,130.0,2
1,4,9500,1,135.0,126.3,2
39,1,8014,19,133.1,113.5,2
43,1,9991,3,120.0,120.0,2
17,2,9556,1,120.0,111.3,1
18,1,9238,1,147.0,130.2,1
43,1,9556,1,149.0,140.2,3
1,5,9070,1,124.0,113.9,2
17,1,9085,1,133.1,99.0,2
1,2,9147,1,125.0,124.0,3
1,1,9238,1,141.0,138.9,2
1,1,9147,1,131.0,130.0,2
17,4,9773,1,118.0,120.8,2
1,6,9500,1,129.0,127.8,1
17,3,9500,1,136.0,126.0,2
1,2,9238,1,134.0,126.0,2
1,1,9500,1,153.0,138.5,2
1,3,9500,1,119.0,119.4,2
39,1,9500,1,140.0,101.5,2
39,2,9556,1,133.1,101.5,1
17,2,9773,1,130.0,126.2,2
1,3,9070,1,128.0,129.8,3
1,1,9085,1,145.0,138.4,3
1,1,9500,1,146.0,129.3,2
1,1,9085,1,119.0,113.1,2
17,1,9853,1,160.0,144.3,2
17,5,9500,1,144.0,141.0,2
7,1,9085,40,130.0,130.0,2
17,3,9238,1,122.0,117.5,2
1,3,9500,1,153.0,131.8,2
1,1,9085,1,147.0,133.7,3
43,1,9500,1,121.0,115.4,3
1,3,9085,1,134.0,129.1,3
1,1,8014,1,133.0,135.5,2
17,5,9085,1,118.0,112.4,2
1,1,9500,1,137.0,130.8,2
1,5,9500,1,143.0,131.6,2
39,1,9500,1,123.0,140.8,2
44,1,9085,39,140.0,140.0,3
1,1,9254,1,118.0,114.2,3
1,1,9238,1,142.0,127.3,2
1,1,8014,1,115.0,115.0,2
43,1,9500,1,131.0,118.8,2
39,1,9254,1,130.0,125.0,2
17,2,9853,1,133.1,111.5,1
17,1,9238,1,134.0,124.2,2
7,1,9238,40,130.0,130.0,1
7,1,9070,3,133.1,120.0,1
43,1,8014,12,114.0,110.0,2
39,1,9556,1,130.0,113.3,3
43,1,9556,1,128.0,123.5,3
1,1,9238,1,133.1,101.0,1
39,1,9500,19,133.1,120.9,1
39,1,9085,1,140.0,154.6,3
1,1,9147,1,117.0,120.2,3
43,3,9500,1,139.0,146.5,2
1,1,9773,1,159.0,160.1,2
39,1,9003,1,140.0,150.0,2
1,3,9085,1,140.0,135.8,2
1,1,171,1,135.0,143.8,3
1,1,9853,1,121.0,116.8,1
1,5,9085,1,124.0,113.9,2
1,3,9500,1,131.0,118.0,3
1,5,9130,1,160.0,150.2,1
1,2,9500,1,120.0,115.1,2
1,1,9670,1,140.0,131.3,2
44,1,9991,39,120.0,120.0,2
17,2,9254,1,118.0,110.3,3
43,1,9853,1,133.1,100.0,1
17,2,9238,1,111.0,110.7,2
43,3,171,1,140.0,143.4,1
1,6,9500,1,125.0,115.9,2
18,1,9991,1,133.1,145.0,3
17,2,9070,1,136.0,140.9,2
1,2,9773,1,115.0,108.4,2
1,1,9773,1,116.0,114.3,1
18,5,9853,1,110.0,110.0,3
1,1,9238,1,135.0,121.7,3
43,2,9147,1,131.0,123.7,3
1,2,9500,1,124.0,116.5,2
1,1,9238,1,163.0,155.0,2
43,1,9500,1,137.0,129.3,2
1,3,9254,1,128.0,121.7,2
39,1,9085,1,133.1,148.2,3
1,2,9500,1,133.1,125.5,2
17,4,9500,1,148.0,131.9,2
17,1,9853,1,127.0,121.8,3
43,1,9853,1,110.0,107.7,1
39,1,9556,1,133.1,115.5,1
1,1,9085,1,145.0,139.8,2
1,1,9238,1,136.0,133.2,2
1,1,9991,1,131.0,118.4,3
17,2,9085,1,138.0,123.3,3
39,1,8014,1,150.0,134.5,2
1,1,9670,1,112.0,110.6,2
42,1,9254,1,154.0,154.0,2
43,1,9991,39,160.0,160.0,1
44,1,9085,39,140.0,140.0,3
17,2,9853,1,150.0,132.5,3
17,2,9254,1,141.0,127.7,2
1,5,9147,1,122.0,117.5,1
1,5,9254,1,120.0,127.0,2
1,1,9500,1,139.0,125.5,2
17,6,9773,1,138.0,140.5,2
5,1,9853,1,119.0,118.3,3
1,1,9500,1,129.0,120.8,2
1,1,9147,1,133.1,95.0,2
17,1,8014,1,125.0,122.2,2
17,1,171,1,125.0,143.9,3
1,2,9070,1,137.0,127.2,2
1,1,9238,1,123.0,120.2,1
1,3,9500,1,154.0,134.8,2
1,1,9254,1,144.0,142.6,2
1,1,9500,1,153.0,147.9,2
1,1,171,1,152.0,160.4,1
1,1,9147,1,150.0,134.6,2
1,1,9254,1,129.0,121.0,2
1,1,9238,1,150.0,142.7,2
17,2,9773,1,125.0,115.6,2
1,1,9238,1,133.1,130.0,2
1,2,9500,1,140.0,124.3,2
1,1,171,1,140.0,137.9,1
1,6,9773,1,133.1,100.0,1
1,2,9773,1,132.0,128.2,2
17,3,9773,1,135.0,135.0,3
16,4,9238,1,135.0,121.0,2
1,1,9670,1,133.1,147.0,1
1,1,9238,1,168.0,149.5,2
1,1,9238,1,143.0,144.4,2
17,2,9254,1,116.0,116.0,2
43,1,9500,1,134.0,120.7,2
44,1,9238,39,140.0,141.8,2
17,2,8014,1,133.0,119.7,1
1,6,9238,1,125.0,118.4,2
39,1,8014,1,133.1,134.5,3
39,1,9085,1,133.1,128.2,1
43,1,9500,1,137.0,115.0,2
39,1,9991,1,140.0,130.0,3
43,1,9670,1,134.0,120.7,1
1,5,9500,1,139.0,130.5,2
1,2,9147,1,113.0,107.4,3
1,3,9238,1,133.1,100.0,3
43,1,9773,1,132.0,125.0,2
1,4,9500,1,127.0,121.5,3
1,1,9085,1,123.0,127.2,1
39,1,9085,40,130.0,160.0,2
51,1,9085,1,125.0,120.0,2
1,3,9500,1,140.0,141.5,1
17,1,9238,1,111.0,111.4,1
1,1,9070,1,132.0,136.6,3
1,1,171,1,150.0,154.6,1
18,4,9853,1,118.0,111.4,1
43,1,9991,1,150.0,120.1,1
39,2,8014,19,100.0,100.0,2
39,1,9500,3,130.0,140.0,1
43,1,9991,3,130.0,130.0,2
39,1,9500,19,133.1,100.0,1
1,1,9147,1,112.0,106.1,1
1,1,9991,1,144.0,151.4,2
18,2,9853,1,120.0,113.7,1
1,1,9670,1,121.0,116.5,1
7,1,8014,4,120.0,120.0,1
39,1,9500,1,100.0,122.0,2
17,5,9670,1,115.0,117.1,3
1,2,9500,1,123.0,120.8,2
1,1,9773,1,134.0,141.4,1
39,1,9003,1,123.0,110.0,1
43,1,9991,2,120.0,120.0,1
17,1,9147,1,131.0,120.2,2
39,1,9991,12,133.1,138.4,1
44,1,9003,39,150.0,150.0,2
17,5,9773,1,134.0,121.8,2
44,1,171,39,140.0,140.0,3
1,1,9254,1,117.0,116.3,2
1,2,9991,1,143.0,131.5,1
17,2,9070,1,142.0,141.0,3
17,1,9070,1,132.0,138.0,2
17,4,9119,1,138.0,127.5,1
1,1,9500,1,131.0,127.0,2
17,2,9085,1,123.0,118.9,3
1,1,9254,1,131.0,134.5,3
17,1,9119,1,141.0,133.0,3
39,1,9147,1,133.1,114.0,1
17,1,9119,1,116.0,116.7,1
1,3,9773,1,123.0,125.1,2
17,1,9254,1,133.0,137.2,1
39,1,9991,1,133.1,111.4,1
1,1,9085,1,133.1,105.0,3
18,2,9147,1,140.0,124.3,1
39,1,9147,19,100.0,132.0,1
39,2,9556,1,130.0,110.0,3
1,5,9147,1,134.0,134.7,3
1,1,9085,1,134.0,136.8,2
44,1,9085,39,160.0,160.0,2
44,1,9003,39,130.0,130.0,1
1,1,9238,1,141.0,128.8,2
1,1,171,1,147.0,148.4,2
1,1,171,1,137.0,130.4,2
39,1,9500,3,130.0,126.0,2
1,6,9254,1,119.0,118.7,1
39,1,9003,1,130.0,120.0,2
39,1,9003,1,130.0,120.0,3
44,1,9070,39,120.0,116.3,2
1,1,9773,1,130.0,133.9,2
39,1,9991,39,150.0,150.3,1
17,1,9147,1,120.0,118.3,1
44,1,9003,39,130.0,130.0,2
43,1,171,39,140.0,140.0,1
17,6,9147,1,130.0,110.4,1
17,4,9773,1,147.0,139.7,1
1,1,9147,1,148.0,138.3,1
1,5,9147,1,133.0,123.2,1
42,1,9147,1,135.0,120.0,1
39,1,171,1,116.0,127.0,1
44,1,171,39,110.0,114.2,1
1,4,9773,1,133.0,119.7,2
44,1,9085,39,150.0,150.0,2
1,6,9119,1,135.0,123.5,3
7,1,9991,3,130.0,130.0,1
43,1,9853,1,130.0,124.6,2
17,1,9119,1,132.0,119.4,1
1,1,9254,1,125.0,121.9,1
1,3,9070,1,118.0,110.0,2
17,1,9670,1,118.0,118.7,2
1,1,171,1,161.0,163.1,2
17,1,9773,1,136.0,121.7,2
15,1,9147,1,135.0,135.0,3
39,1,9991,1,147.0,147.9,3
1,1,9773,1,124.0,118.1,1
39,1,9991,19,133.1,105.3,1
1,1,9500,1,141.0,139.8,2
7,1,8014,3,130.0,130.0,2
39,1,8014,39,110.0,127.5,1
39,1,9147,12,133.1,120.0,1
43,2,9853,1,130.0,124.2,1
17,1,9238,1,120.0,113.4,2
1,4,9238,1,133.1,118.0,1
17,1,171,1,145.0,130.0,1
1,1,9238,1,131.0,135.9,2
1,2,9238,1,147.0,135.8,1
1,1,9254,1,138.0,133.1,2
1,1,9147,1,123.0,118.8,3
1,2,9773,1,129.0,117.1,3
1,1,9085,1,125.0,114.5,2
1,1,9670,1,131.0,127.2,3
42,1,9500,1,100.0,130.0,2
17,1,9085,1,120.0,116.1,2
17,2,9500,1,145.0,130.5,2
39,1,9670,1,120.0,104.0,1
17,2,9500,1,140.0,128.5,3
17,5,9238,1,134.0,126.0,1
1,1,9773,1,140.0,141.1,2
17,2,9254,1,107.0,102.8,1
17,5,9147,1,133.0,129.2,1
1,1,9500,1,127.0,119.3,2
1,5,9500,1,141.0,126.3,2
44,1,9085,39,140.0,140.0,2
1,3,9070,1,150.0,131.5,2
1,6,9853,1,140.0,137.6,1
1,1,171,1,141.0,142.8,2
39,1,9991,1,150.0,146.2,3
1,2,9085,1,160.0,162.1,2
39,1,9085,19,133.1,140.0,1
39,1,8014,1,133.1,120.0,1
43,1,9254,1,134.0,133.3,1
1,4,9238,1,130.0,124.8,2
17,4,9500,1,140.0,133.3,2
17,1,9500,1,145.0,141.8,2
1,3,9085,1,133.0,128.2,2
17,3,9853,1,133.1,115.0,1
17,1,9238,1,132.0,123.6,3
1,2,171,1,117.0,120.2,2
1,1,9670,1,127.0,127.0,2
17,1,9085,1,134.0,120.4,2
39,1,9991,1,120.0,120.0,1
1,1,9500,1,136.0,120.0,3
1,3,171,1,137.0,133.9,2
1,6,9500,1,118.0,113.5,2
39,1,9003,1,130.0,126.1,1
1,1,9238,1,124.0,121.2,3
7,1,9500,40,150.0,150.0,2
43,1,9991,1,161.0,100.0,1
17,6,9500,1,143.0,127.3,2
43,1,9991,1,130.0,103.8,1
39,1,9853,19,133.1,131.0,2
39,1,9991,1,110.0,133.9,1
7,1,9500,2,140.0,140.0,1
1,2,9238,1,145.0,121.4,3
1,1,9500,1,131.0,122.0,2
39,2,8014,1,141.0,150.5,2
1,1,9238,1,145.0,139.4,1
1,1,9238,1,122.0,112.6,1
17,1,9670,1,118.0,115.2,1
1,1,9991,1,150.0,131.8,1
43,1,9147,2,120.0,122.8,1
1,1,9238,1,167.0,156.2,2
39,1,9085,1,150.0,132.0,2
7,1,9500,3,130.0,130.0,3
1,1,9147,1,151.0,138.4,3
39,1,9991,1,120.0,146.2,2
1,4,9500,1,168.0,166.0,2
17,3,9773,1,153.0,133.1,1
1,2,9773,1,131.0,121.9,2
5,4,9853,1,116.0,110.4,3
39,1,9147,1,160.0,121.4,2
1,1,9254,1,152.0,137.0,2
39,1,9991,1,133.1,140.0,1
7,1,9085,3,150.0,140.0,1
18,2,9853,1,168.0,126.8,3
17,3,9500,1,137.0,124.8,2
39,1,9130,19,133.1,120.0,1
1,4,9500,1,160.0,133.0,2
1,1,9070,1,145.0,127.5,3
1,1,9773,1,138.0,131.7,2
39,1,9773,1,100.0,133.0,1
43,1,9991,1,140.0,122.7,2
1,1,9070,1,124.0,121.2,2
44,1,9130,39,150.0,150.0,1
43,1,9070,1,125.0,133.4,3
43,1,33,1,143.0,121.2,3
1,1,9130,1,137.0,129.3,2
